"Pathways"	"Object ID"	"Reaction-List"
PWY-7561	"PWY-7561"	RXN-15887 // RXN-15886 // RXN-15885 // RXN-15883
PWY18C3-18	"PWY18C3-18"	RXN-9454 // RXN18C3-50
PWY-7498	"PWY-7498"	2.1.1.88-RXN // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-15534 // RXN-15537 // RXN-1104 // RXN-8262 // RXN-15536 // RXN-8452 // RXN-8451 // RXN-13900
BETSYN-PWY	"BETSYN-PWY"	BADH-RXN // CHD-RXN
PWY-7052	"PWY-7052"	RXN-13440 // RXN-13439 // 3.4.15.6-RXN // 6.3.2.30-RXN // 6.3.2.29-RXN
PWY-7675	"PWY-7675"	RXN-11328 // KDOTRANS-RXN
PWY18C3-10	"PWY18C3-10"	RXN18C3-49 // RXN18C3-48 // RXN18C3-47 // RXN18C3-39 // RXN18C3-38 // RXN18C3-35 // RXN18C3-34
PWY-5899	"PWY-5899"	PWY-5893 // PWY-5895 // PWY-5837
METHGLYUT-PWY	"METHGLYUT-PWY"	PWY-5459 // PWY-5453 // PWY-5386
PWY-7070	"PWY-7070"	RXN-13510
PWY-4801	"PWY-4801"	RXN-7342
PWY-7481	"PWY-7481"	RXN-18940 // RXN-15428 // RXN-12593
PWY-7204	"PWY-7204"	3.1.3.74-RXN // PYRIDOXINE-4-DEHYDROGENASE-RXN // RXN-14046 // RXN-14181 // PYRAMKIN-RXN // PYRIDOXKIN-RXN // PNKIN-RXN // PMPOXI-RXN // PNPOXI-RXN
PWY-8094	"PWY-8094"	PWY-8104 // PWY-8103
LEU-DEG2-PWY	"LEU-DEG2-PWY"	RXN0-2301 // HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN // METHYLGLUTACONYL-COA-HYDRATASE-RXN // METHYLCROTONYL-COA-CARBOXYLASE-RXN // 2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN // BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-3722	"PWY-3722"	BADH-RXN // RXN-6021
PWY1-3	"PWY1-3"	RXN-5901 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN1-42
PWY18C3-15	"PWY18C3-15"	RXN18C3-43 // RXN18C3-42 // RXN18C3-25
PWY-5107	"PWY-5107"	RXN-7763 // RXN-7683
LIPAS-PWY	"LIPAS-PWY"	RXN-7952 // RXN-1602 // TRIACYLGLYCEROL-LIPASE-RXN
PWY-7517	"PWY-7517"	FARNESYLTRANSTRANSFERASE-RXN // RXN-15595 // RXN-15594 // RXN-15593 // RXN-15592 // RXN-15591 // RXN-10632
PWY18C3-21	"PWY18C3-21"	RXN-20313 // RXN-20311 // RXN-20310 // RXN18C3-59 // RXN18C3-57 // RXN18C3-58 // RXN18C3-56 // RXN18C3-55 // RXN18C3-54
PWY1F-353	"PWY1F-353"	RXN-6268 // BADH-RXN // RXN1F-357
PWY-6657	"PWY-6657"	RXN-7699 // RXN-11796 // RXN-11797
PWY-6467	"PWY-6467"	RXN-11327 // RXN-11326 // RXN-11323 // KDOSYN-PWY
PWY18C3-8	"PWY18C3-8"	RXN18C3-28 // RXN18C3-27 // RXN18C3-26 // RXN18C3-25 // RXN18C3-24
PWY-5910	"PWY-5910"	PWY-5120 // PWY-5123 // PWY-922
PWY-5839	"PWY-5839"	RXN-9191 // RXN-9190
LIPASYN-PWY	"LIPASYN-PWY"	3.1.4.11-RXN // PHOSPHOLIPASE-C-RXN // PHOSPHOLIPASE-A1-RXN // PHOSPHOLIPASE-A2-RXN // PHOSCHOL-RXN
PWY-7721	"PWY-7721"	RXN-17086 // RXN-17085 // FARNESYLTRANSTRANSFERASE-RXN // FPPSYN-RXN
PWY-7185	"PWY-7185"	RXN-12198 // RXN-12197 // RXN-12195 // RXN-12196 // RXN-14026 // RXN-14025 // CTPSYN-RXN
PWY-4421	"PWY-4421"	RXN-13814 // RXN-13813 // RXN-7067 // RXN-7066 // RXN-7065 // RXN-7064 // RXN-7063 // RXN-7062
PWY-7767	"PWY-7767"	RXN-17524 // RXN-16247 // RXN-16246 // RXN-16245 // BRANCHED-CHAINAMINOTRANSFERLEU-RXN
P541-PWY	"P541-PWY"	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN
PWY-7218	"PWY-7218"	PWY-101 // PYRUVDEH-RXN // PEPDEPHOS-RXN // 3PGAREARR-RXN // 2PGADEHYDRAT-RXN // CALVIN-PWY // PWY-7216
PWY18C3-12	"PWY18C3-12"	PWY18C3-11 // PWY18C3-10 // PWY18C3-9 // PWY18C3-8
PWY-6659	"PWY-6659"	RXN-15604 // RXN-15603 // RXN-15602 // RXN-15601 // RXN-15600 // RXN-15599 // RXN-10632 // FARNESYLTRANSTRANSFERASE-RXN
PWY-6692	"PWY-6692"	CYTOCHROME-C-OXIDASE-RXN // RXN-15832 // RXN-15829 // NADH-DEHYDROG-A-RXN // RXN-12075 // RXN-12076
PWY-4261	"PWY-4261"	RXN-15745 // GLYCEROL-KIN-RXN
PWY18C3-14	"PWY18C3-14"	PWY18C3-18 // PWY18C3-13 // PWY18C3-7
PWY-6673	"PWY-6673"	2.3.1.98-RXN // RXN-2622 // RXN-1126
PWY-6004	"PWY-6004"	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN
PWY-7216	"PWY-7216"	RXN-14251 // RXN-14255 // RXN-11662 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN-5901
PWY-8074	"PWY-8074"	RXN-20791 // RXN-20790
PWY18C3-17	"PWY18C3-17"	PWY18C3-16 // PWY18C3-15
PWY-7065	"PWY-7065"	RXN-13488 // RXN-13487 // RXN-13486 // RXN-12885
PWY-7996	"PWY-7996"	RXN-19667
PWY-6111	"PWY-6111"	TRANS-RXN-177 // CARNITINE-O-PALMITOYLTRANSFERASE-RXN // RXN-9918
PWY-7177	"PWY-7177"	RXN-12200 // RXN-12199 // CTPSYN-RXN
PWY-7468	"PWY-7468"	RXN-11660
PWY-5076	"PWY-5076"	RXN-7692 // RXN-7693 // BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY3O-246	"PWY3O-246"	RR-BUTANEDIOL-DEHYDROGENASE-RXN
PWY18C3-11	"PWY18C3-11"	RXN18C3-41 // RXN18C3-40 // RXN18C3-37 // RXN18C3-36
PWY-5934	"PWY-5934"	RXN-14960 // TRANS-RXN-171 // FERRIC-CHELATE-REDUCTASE-RXN
PWY-6368	"PWY-6368"	RXN-10962 // RXN-10961 // PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN // 3.1.3.66-RXN // RXN-10036 // RXN-10947 // PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN // RXN-9779 // 3.1.3.67-RXN
PWY-6944	"PWY-6944"	RXN-19805 // RXN-19804 // RXN-19803 // RXN-19802 // RXN-19801 // RXN-19800 // RXN-19799 // RXN-19798 // RXN-19797 // RXN-19796 // RXN-12751 // RXN-12750 // RXN-12749 // RXN-12748 // RXN-12747 // RXN-12746 // RXN-12736 // RXN-12734 // RXN-12735 // RXN-12718 // 1.13.11.25-RXN // RXN-12717 // RXN-12715 // RXN-12714 // RXN-12691
PWY-6388	"PWY-6388"	SS-BUTANEDIOL-DEHYDROGENASE-RXN
PWY-7666	"PWY-7666"	RXN-16648 // RXN-16647 // RXN-1225
PWY18C3-16	"PWY18C3-16"	RXN18C3-46 // RXN18C3-45 // RXN18C3-44 // RXN18C3-34 // RXN18C3-42 // RXN18C3-31
PWY-5845	"PWY-5845"	PWY-5851 // PWY-5805 // PWY-5844 // PWY-5837
PWY-5258	"PWY-5258"	RXN-8126 // RXN-8125
PWY-7366	"PWY-7366"	RXN-10807
PWY-5837	"PWY-5837"	RXN-9311 // NAPHTHOATE-SYN-RXN // RXN-9310 // 2.5.1.64-RXN // ISOCHORSYN-RXN // O-SUCCINYLBENZOATE-COA-SYN-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN
PWY-7793	"PWY-7793"	RXN-17813 // METHIONINE-GAMMA-LYASE-RXN
PWY-5075	"PWY-5075"	LEUCINE-23-AMINOMUTASE-RXN // RXN-7691 // RXN-7690
PWY-6943	"PWY-6943"	1.1.1.209-RXN // RXN-12124 // 1.1.1.51-RXN
PWY18C3-9	"PWY18C3-9"	RXN18C3-31 // RXN18C3-33 // RXN18C3-32 // RXN18C3-30 // RXN18C3-29
PWY-8105	"PWY-8105"	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
PWY-6043	"PWY-6043"	RXN-9734
PWY-7367	"PWY-7367"	3.1.4.2-RXN // RXN-14899 // RXN-5781
PWY-6058	"PWY-6058"	RXN-9762
PWY-6937	"PWY-6937"	PWY-6943 // PWY-6944
PWY-782	"PWY-782"	RXN-8366 // RXN-8369 // RXN-8368 // RXN-8367 // RXN-8365 // RXN-8364 // RXN-8363 // RXN-8314 // RXN-8313 // RXN-8311 // RXN-8310 // RXN-8306 // RXN-8305 // RXN-8304 // RXN-8309 // RXN-8308 // RXN-8307 // RXN-8303 // RXN-8302 // RXN-8301 // RXN-8300 // RXN-8299 // RXN-8298 // RXN-8297 // RXN-8296 // RXN-8295 // RXN-8294 // RXN-1728
PWY-6700	"PWY-6700"	RXN-12104 // RXN0-1342 // RXN0-1321 // RXN0-4022
PWY-5890	"PWY-5890"	RXN-9361 // RXN-9358
PWY-6593	"PWY-6593"	RXN-11674 // RXN-11673
PWY-7783	"PWY-7783"	RXN-17741 // RXN-17740 // 3.3.2.2-RXN // 3.3.2.5-RXN // RXN-17738 // RXN-17737 // RXN-17736 // RXN-17735
PWY-6165	"PWY-6165"	PWY-6163 // PWY-6160
PWY-6736	"PWY-6736"	THIOL-S-METHYLTRANSFERASE-RXN // RXN-12189
PWY-6948	"PWY-6948"	RXN-12745 // RXN-12744 // RXN-12743 // RXN-12710 // RXN-12709 // RXN-12708 // RXN-12707 // RXN-12706 // RXN-12786 // RXN-12780 // RXN-12781 // RXN-12782 // RXN-12785 // RXN-12784 // RXN-12787 // RXN-12788 // RXN-12790 // RXN-12789
PWY-8106	"PWY-8106"	RXN-21034 // RXN-21033 // RXN-12104 // RXN0-1342 // RXN0-1321
PWY-2601	"PWY-2601"	RXN-4261
PWY-8056	"PWY-8056"	RXN-20571 // RXN-20572 // RXN-20573 // RXN-20574 // RXN-20575 // RXN-20576
PWY-6163	"PWY-6163"	3-DEHYDROQUINATE-DEHYDRATASE-RXN // SHIKIMATE-5-DEHYDROGENASE-RXN // SHIKIMATE-KINASE-RXN // 2.5.1.19-RXN // CHORISMATE-SYNTHASE-RXN
PWY-7465	"PWY-7465"	RXN-15375 // RXN-15370 // RXN-15362 // RXN-15364
PWY-6518	"PWY-6518"	RXN-11472 // RXN-11471 // RXN-11470 // 12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN // 1.1.1.176-RXN // 7-ALPHA-HYDROXYSTEROID-DEH-RXN // CHOLOYLGLYCINE-HYDROLASE-RXN
PWY-7738	"PWY-7738"	RXN-17313 // RXN-17312 // RXN-17254 // RXN-17314 // RXN-17315 // RXN-17177 // RXN-17178
PWY-5895	"PWY-5895"	RXN-9366 // RXN-9365
SULFATE-CYS-PWY	"SULFATE-CYS-PWY"	SERSYN-PWY // CYSTSYN-PWY // SO4ASSIM-PWY
PWY-5843	"PWY-5843"	RXN-13587 // RXN-9203 // RXN-9202 // RXN-9195 // RXN-9196 // RXN-9197 // RXN-9198 // RXN-9199 // RXN-9201
PWY6666-1	"PWY6666-1"	RXN6666-2
ARO-PWY	"ARO-PWY"	PWY-6163 // PWY-6164
PWY-7803	"PWY-7803"	RXN-17942 // 3.1.27.9-RXN
PWY-6907	"PWY-6907"	THIAMIN-PYROPHOSPHOKINASE-RXN // RXNQT-4191 // RXN-12610
PWY-6050	"PWY-6050"	RXN-9739
PWY-7754	"PWY-7754"	RXN-17406 // RXN-17404 // RXN-17403 // RXN-17402 // RXN-17401 // RXN-17400 // RXN-17399 // RXN-17398 // RXN-15366 // 3OHSTEROXRED-RXN // BADEL4OXRED-RXN // BADEL6OXRED-RXN // BA7DEHYDRA-RXN // BAI3OXO-OXRED-RXN // BAIAEUBSP-RXN // CHOLATE--COA-LIGASE-RXN // RXN-17388 // CHOLOYLGLYCINE-HYDROLASE-RXN // RXN-17385 // CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN
PWY-5863	"PWY-5863"	PWY-5837 // RXN-17066 // PWY-5120 // PWY-5063 // PWY-5027
PWY-6321	"PWY-6321"	RXN-10823 // RXN-10822
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	"SOPHOROSYLOXYDOCOSANOATE-DEG-PWY"	DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN // DIGLUCOACETYL-DOCOSANOATE-HYDROLYSIS-RXN
PWY-6642	"PWY-6642"	RXN-11691 // R230-RXN // RXN-11737
PWY-7902	"PWY-7902"	GLYC3PDEHYDROGBIOSYN-RXN // PHOSPHOGLUCMUT-RXN // GLUC1PADENYLTRANS-RXN // 2.4.1.213-RXN // 3.1.3.69-RXN
ALKANEMONOX-PWY	"ALKANEMONOX-PWY"	RXN0-280 // RXN-12444
PWY-5318	"PWY-5318"	RXN-8259 // RXN-8258 // TROPINONE-REDUCTASE-RXN // RXN-8253 // RXN-8251 // RXN-8252
PWY-7466	"PWY-7466"	RXN-8632 // ISOPROPANOL-DEHYDROGENASE-NADP+-RXN // RXN-8630 // ACETOACETATE-DECARBOXYLASE-RXN
PWY-6689	"PWY-6689"	RXN-17941 // RXN-17940 // RXN-17939 // 3.1.27.9-RXN // 2.7.1.160-RXN // RXN-12055 // RXN-10034
PWY-6894	"PWY-6894"	RXN-12611 // THI-P-KIN-RXN
PWY-7462	"PWY-7462"	RXN-15362 // RXN-15363 // RXN-15364 // RXN-15365
PWY-7176	"PWY-7176"	CTPSYN-RXN // UDPKIN-RXN // RXN-12002
PWY-5260	"PWY-5260"	RXN-8130 // RXN-8126
PWY-5533	"PWY-5533"	ISOPROPANOL-DEHYDROGENASE-NADP+-RXN // 6.4.1.6-RXN
PWY-7898	"PWY-7898"	RXN-15369 // RXN-15368 // RXN-15367
PWY-401	"PWY-401"	RXN-16635 // RXN-9721 // RXN-1226 // RXN-1225 // 2.4.1.46-RXN
PWY0-162	"PWY0-162"	PWY-7176 // PWY-5686
PWY-6044	"PWY-6044"	RXN-9770
PWY-5317	"PWY-5317"	6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN // HYOSCYAMINE-6-DIOXYGENASE-RXN // RXN-8255 // RXN-8254 // TROPINE-DEHYDROGENASE-RXN // RXN-8253 // RXN-8251 // RXN-8252
PWY-5451	"PWY-5451"	RXN-17626 // RXN-17625 // ISOPROPANOL-DEHYDROGENASE-NADP+-RXN // RXN-8630 // ACETOACETATE-DECARBOXYLASE-RXN
PWY-6893	"PWY-6893"	RXN-12610 // THI-P-KIN-RXN
PWY-6072	"PWY-6072"	PWY-6047 // PWY-6050 // PWY-6058
PWY-7775	"PWY-7775"	RXN-17579 // RXN-17578 // RXN-17571 // RXN-17569 // RXN-17568
PWY-6634	"PWY-6634"	RXN-11727 // RXN-11728 // RXN-11729
PWY-6683	"PWY-6683"	SULFITE-REDUCT-RXN // RXN-12019 // SULFATE-ADENYLYLTRANS-RXN
PWY-7684	"PWY-7684"	2.4.1.208-RXN // 2.4.1.157-RXN
PWY-7774	"PWY-7774"	RXN-17572 // RXN-17571 // RXN-17567 // RXN-17568
SULFMETII-PWY	"SULFMETII-PWY"	1.8.4.9-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN
PWY-5846	"PWY-5846"	RXN-13557 // RXN-13556 // RXN-9210 // RXN-9209 // RXN-9207 // RXN-9206
PWY-6908	"PWY-6908"	THIAMIN-PYROPHOSPHOKINASE-RXN // RXNQT-4191 // THI-P-SYN-RXN
SO4ASSIM-PWY	"SO4ASSIM-PWY"	PWY-5340 // 1.8.4.8-RXN // SULFITE-REDUCT-RXN
PWY-6029	"PWY-6029"	RXN-1481 // RXN-1484 // RXN-9720
PWY-5780	"PWY-5780"	RXN-14896 // RXN-9073 // RXN-9072
PWY-6232	"PWY-6232"	RXN-12616
PWY-7885	"PWY-7885"	RXN-18684 // RXN-18683 // RXN-18682 // RXN-18681 // RXN-18680 // RXN-18610 // RXN-18609 // RXN-18607 // RXN-18608 // 2.4.1.57-RXN
PWY-7114	"PWY-7114"	RXN-13701 // RXN-13696 // RXN-13695 // RXN-13694 // RXN-13693 // RXN-13692 // RXN-13691
PWY-5802	"PWY-5802"	RXN-9105
PWY-6704	"PWY-6704"	RXN0-7021 // RXN-12107 // RXN-12110 // RXN-12109 // RXN-12108
PWY-6327	"PWY-6327"	RXN-10852
PWY-6961	"PWY-6961"	RIBULPEPIM-RXN // LXULRU5P-RXN // RXN0-705 // RXN0-703 // RXN0-704 // RXN-12862 // RXN-12440 // RXN-12861
PWY-6325	"PWY-6325"	RXN-19661 // RXN-19660 // RXN-3221 // LICODIONE-2-O-METHYLTRANSFERASE-RXN // RXN-10848
PWY0-1569	"PWY0-1569"	RXN-15216 // RXN0-5461 // RXN-15943
PWY-7080	"PWY-7080"	RXN-13554 // 1.10.3.8-RXN // 1.10.3.7-RXN
PWY-6960	"PWY-6960"	RXN-12875 // RXN-12869 // RXN-12872 // RXN-12873 // RXN-12874 // RXN-12440
PWY-6959	"PWY-6959"	RXN-12862 // RXN-12440 // RXN-12861 // RXN-12870 // RXN-12871
PWY-6515	"PWY-6515"	RXN-11467 // RXN-11468 // RXN-11465
PWY-6995	"PWY-6995"	RXN-15853 // RXN-15852 // RXN-15042 // 2-FUROATE--COA-LIGASE-RXN // RXN-13098 // 2-FUROYL-COA-DEHYDROGENASE-RXN // RXN-13093 // RXN-13092 // RXN-13091 // RXN-13090
PWY-5701	"PWY-5701"	RXN-8924 // RXN-8923 // RXN-8922 // RXN-8921 // RXN-8920
PWY0-301	"PWY0-301"	RXN0-5214 // RIBULPEPIM-RXN // RXN0-705 // LXULRU5P-RXN
PWY-5488	"PWY-5488"	RXN-10137 // RXN-11965 // 1.6.5.7-RXN // MALEYLACETATE-REDUCTASE-RXN // 4-NITROPHENOL-2-MONOOXYGENASE-RXN
PWY-6787	"PWY-6787"	RXN-7921 // RXN-527 // RXN-7775 // RXN-7687 // RXN-7652 // RXN1F-93 // NARINGENIN-3-DIOXYGENASE-RXN // RXN-7686 // APIGNAR-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN
PWY0-1527	"PWY0-1527"	RXN0-6677 // RXN0-6676
PWY-5801	"PWY-5801"	RXN-9103
PWY-6696	"PWY-6696"	GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN // OXALYL-COA-DECARBOXYLASE-RXN // FORMYL-COA-HYDROLASE-RXN // 1.2.1.2-RXN // OXALATE-COA-TRANSFERASE-RXN
PWY-7397	"PWY-7397"	RXN-9697 // APIGNAR-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN // 4-COUMARATE--COA-LIGASE-RXN
PWY-8022	"PWY-8022"	RXN-20021 // RXN-20022 // RXN-20012 // RXN-20011 // RXN-20010 // RXN-20008
PWY-7079	"PWY-7079"	RXN-13553 // RXN-13552 // RXN-13551 // QUESTIN-MONOOXYGENASE-RXN // RXN-13550
PWY-7985	"PWY-7985"	OXALATE--COA-LIGASE-RXN // OXALYL-COA-DECARBOXYLASE-RXN // FORMYL-COA-HYDROLASE-RXN // 1.2.1.2-RXN
PWY-6730	"PWY-6730"	RXN-11268 // RXN-11267 // RXN-11241
PWY-5487	"PWY-5487"	MALEYLACETATE-REDUCTASE-RXN // 1.2.1.61-RXN // RXN-8740 // 1.6.5.6-RXN // RXN-8739
PWY-7897	"PWY-7897"	RXN-18753 // RXN-11467 // RXN-11468 // RXN-14069 // 4-COUMARATE--COA-LIGASE-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN // APIGNAR-RXN // RXN-18730 // RXN-14076 // RXN-11686 // RXN-11684 // RXN-11685 // RXN-18727 // RXN-18725 // RXN-18724
IDNCAT-PWY	"IDNCAT-PWY"	1.1.1.264-RXN // GLUCONOKIN-RXN // GLUCONATE-5-DEHYDROGENASE-RXN
PWY-5371	"PWY-5371"	RXN-8404
PWY-6695	"PWY-6695"	OXALATE-COA-TRANSFERASE-RXN // OXALYL-COA-DECARBOXYLASE-RXN // RXN0-1382
PWY-8043	"PWY-8043"	RXN-20408 // RXN-20400 // RXN-20401
PWY-7516	"PWY-7516"	RXN-8775 // 4.2.1.43-RXN // RXN-15590
PWY1F-FLAVSYN	"PWY1F-FLAVSYN"	RXN-3142 // NARINGENIN-3-DIOXYGENASE-RXN // APIGNAR-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN // 4-COUMARATE--COA-LIGASE-RXN
GALACTCAT-PWY	"GALACTCAT-PWY"	GALACTONDEHYDRAT-RXN // DEHYDDEOXPHOSGALACT-ALDOL-RXN // DEHYDDEOXGALACTKIN-RXN
PWY-5795	"PWY-5795"	RXN-9098 // RXN-9099
PWY-6983	"PWY-6983"	RXN-13223 // 1.1.1.220-RXN // GTP-CYCLOHYDRO-I-RXN // 4.2.3.12-RXN
PWY-6698	"PWY-6698"	OXALATE-DECARBOXYLASE-RXN
PWY-6498	"PWY-6498"	RXN-11444 // RXN-11408 // DOPACHROME-DELTA-ISOMERASE-RXN // RXN-11406 // RXN-11404 // RXN-11403
PWY-5636	"PWY-5636"	2-NITROPHENOL-2-MONOOXYGENASE-RXN
PWY-7242	"PWY-7242"	KDPGALDOL-RXN // DEOXYGLUCONOKIN-RXN // MANNONDEHYDRAT-RXN // MANNONOXIDOREDUCT-RXN
PWY-7252	"PWY-7252"	RXN-14424 // RXN-14423 // RXN-14422
PWY0-1306	"PWY0-1306"	RXN0-5229
PWY-5987	"PWY-5987"	RXN-10664 // RXN-11378 // RXN-9621 // RXN-9620 // RXN-9619 // RXN-9618 // RXN-9617 // RXN-9616
PWY-6694	"PWY-6694"	RXN-12077
PWY-7917	"PWY-7917"	MONOPHENOL-MONOOXYGENASE-RXN // RXN-18897 // RXN-18894 // RXN-18899 // RXN-14185 // RXN-18895 // RXN-18896 // RXN-18898
KETOGLUCONMET-PWY	"KETOGLUCONMET-PWY"	RXN0-7021 // RXN0-7020 // 1.1.1.274-RXN // IDNCAT-PWY // 1.1.1.215-RXN // YIAE1-RXN
PWY-7259	"PWY-7259"	RXN-14447 // RXN-14440 // RXN-14439
PWY-7566	"PWY-7566"	RXN-15920
PWY-7518	"PWY-7518"	RXN-15606 // TYROSINE-AMINOTRANSFERASE-RXN
PWY-5664	"PWY-5664"	RXN-8854 // 1.1.1.220-RXN // GTP-CYCLOHYDRO-I-RXN // 4.2.3.12-RXN
PWY-6697	"PWY-6697"	OXALATE-OXIDASE-RXN
PWY-6481	"PWY-6481"	RXN-8483 // MONOPHENOL-MONOOXYGENASE-RXN // RXN-11369
PWY-5525	"PWY-5525"	RXN-14693 // L-XYLULOSE-REDUCTASE-RXN // DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN // L-GULONATE-3-DEHYDROGENASE-RXN // GLUCURONATE-REDUCTASE-RXN
PWY-5153	"PWY-5153"	RXN-7785 // RXN-7815
GLUCUROCAT-PWY	"GLUCUROCAT-PWY"	PWY-7247 // PWY-7242
PWY-7442	"PWY-7442"	1.5.4.1-RXN // RXN-15263 // RXN-15262 // RXN-15261 // RXN-15260 // 4.2.3.12-RXN // GTP-CYCLOHYDRO-I-RXN
PWY-7247	"PWY-7247"	RXN-14693 // BETA-GLUCURONID-RXN // GLUCUROISOM-RXN
PWY-7262	"PWY-7262"	RXN-8169 // RXN1F-775
PWY-6501	"PWY-6501"	25-DIOXOVALERATE-DEHYDROGENASE-RXN // 4.2.1.41-RXN // RXN-15907 // RXN-15905 // RXN-11407
PWY-5663	"PWY-5663"	RXN-8854 // 1.1.1.220-RXN // GTP-CYCLOHYDRO-I-RXN // 4.2.3.12-RXN
PWY-8067	"PWY-8067"	PHOSPHOENOLPYRUVATE-MUTASE-RXN // RXN-13856 // RXN-9009 // 4.1.1.82-RXN
PWY-5284	"PWY-5284"	RXN-8205 // RXN-8204 // RXN-8171 // RXN-8170 // RXN-8169
PWY0-521	"PWY0-521"	RXN0-4841 // RXN0-962 // RXN0-963
PWY-7147	"PWY-7147"	RXN-11484 // RXN-13834
PWY-7449	"PWY-7449"	RXN-15323 // RXN-15322 // RXN-13962 // RXN-15321 // RXN-13974 // RXN-13960
PWY-6516	"PWY-6516"	PWY-6507 // GALACTARDEG-PWY // PWY-6499 // GLUCARDEG-PWY // PWY-6497 // PWY-6501 // PWY-6491 // PWY-6486 // GALACTUROCAT-PWY // GLUCUROCAT-PWY
ARGININE-SYN4-PWY	"ARGININE-SYN4-PWY"	GLUTSEMIALDEHYDROG-RXN // GLUTKIN-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN // GLUTAMATE-DEHYDROGENASE-NADP+-RXN
PWY-6578	"PWY-6578"	7KAPSYN-RXN // 6-CARBOXYHEXANOATE--COA-LIGASE-RXN
PWY-5307	"PWY-5307"	RXN-8235 // RXN-8234 // RXN-8233 // RXN-8232 // RXN-8231 // RXN-8228
PWY-6507	"PWY-6507"	RXN-16475 // KDPGALDOL-RXN // DEOXYGLUCONOKIN-RXN // 1.1.1.127-RXN // 5.3.1.17-RXN
PWY-6499	"PWY-6499"	GLUCARDEHYDRA-RXN // 25-DIOXOVALERATE-DEHYDROGENASE-RXN // 4.2.1.41-RXN
PWY-5864	"PWY-5864"	PWY-5886 // PWY-5805 // PWY-1581
PWY-6519	"PWY-6519"	RXN-11484 // RXN-11474 // RXN-11475 // RXN-11476 // RXN-11477 // RXN-11478 // RXN-11479 // RXN-11480 // RXN-11481 // RXN-11482 // RXN-11483
GLUCARDEG-PWY	"GLUCARDEG-PWY"	GKI-RXN // GLUCARDEHYDRA-RXN // TSA-REDUCT-RXN // KDGALDOL-RXN
PWY-7458	"PWY-7458"	RXN-15354 // RXN-15353 // RXN-15352 // RXN-15351 // RXN-15350
PWY-5633	"PWY-5633"	RXN-8812 // RXN-8811 // RXN-8810
PWY1QP9-2	"PWY1QP9-2"	RXN-20900 // RXN-20898 // RXN1QP9-73 // RXN1QP9-72 // RXN0-963 // RXN1QP9-71
PWY-6491	"PWY-6491"	RXN-14753 // RXN-11151 // RXN-11382 // RXN-11381 // RXN-11380
PWY-6922	"PWY-6922"	GLUTSEMIALDEHYDROG-RXN // GLUTKIN-RXN // RXN-14903 // SPONTPRO-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN // RXN-12667 // ARGINASE-RXN
PWY-1581	"PWY-1581"	RXN-2762 // RXN-2761 // 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
PWY-6486	"PWY-6486"	25-DIOXOVALERATE-DEHYDROGENASE-RXN // 4.2.1.41-RXN // RXN-15902 // RXN-15901 // URONATE-DEHYDROGENASE-RXN
PWY-7446	"PWY-7446"	RXN-17701 // RXN-15296 // RXN-15297 // RXN-15299 // RXN-15298
PWY-5313	"PWY-5313"	RXN-8176 // RXN-8171 // RXN-8205 // RXN-8204 // RXN-8170 // RXN-8169 // PWY-5160 // RXN1F-775
PWY-6324	"PWY-6324"	RXN-18336 // RXN-16966 // RXN-10842 // RXN-10843 // RXN-10845 // RXN-10846 // RXN-10847
GALACTUROCAT-PWY	"GALACTUROCAT-PWY"	KDPGALDOL-RXN // GALACTUROISOM-RXN // ALTRO-OXIDOREDUCT-RXN // DEOXYGLUCONOKIN-RXN // ALTRODEHYDRAT-RXN
PWY-6978	"PWY-6978"	RXN-15308 // RXN-9238 // 2.5.1.39-RXN // RXN-12944 // RXN-2762
